Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Day_of_Week,Vader_Score,temp_list
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",neutral,2017-08-22 21:30:00,KyotoAdventurer,Twitter,#Exploration #JapaneseTraditions,18,35,Japan,2017,August,22,21,Tuesday,0.0,"['Wandering', 'through', 'the', 'historical', 'streets', 'of', 'Kyoto,', 'each', 'step', 'a', 'journey', 'into', 'the', 'heart', 'of', ""Japan's"", 'traditions.']"
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",positive,2020-06-15 16:45:00,CanyonMarveler,Instagram,#Awe #EarthsGrandeur,25,50,USA,2020,June,15,16,Monday,0.9393,"['In', 'the', 'embrace', 'of', 'the', 'Grand', 'Canyon,', ""nature's"", 'masterpiece,', 'a', 'moment', 'to', 'marvel', 'at', ""Earth's"", 'grandeur.']"
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ",positive,2016-09-10 19:15:00,SantoriniTraveler,Facebook,#Serenity #SunsetHues,22,45,Greece,2016,September,10,19,Saturday,0.4215,"['Journeying', 'through', 'the', 'serenity', 'of', 'Santorini,', 'where', 'each', 'sunset', 'paints', 'the', 'sky', 'with', 'hues', 'of', 'tranquility.']"
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ",positive,2023-01-28 13:00:00,PetraExplorer,Twitter,#Amazement #AncientTales,30,60,Jordan,2023,January,28,13,Saturday,0.7351,"['Amazed', 'by', 'the', 'architectural', 'marvels', 'of', 'Petra,', 'each', 'stone', 'telling', 'tales', 'of', 'an', 'ancient', 'civilization.']"
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ",positive,2019-04-18 16:30:00,VeniceRomantic,Instagram,#Romance #TimelessCity,20,40,Italy,2019,April,18,16,Thursday,0.5574,"['Embarking', 'on', 'a', 'gondola', 'ride', 'in', 'Venice,', 'each', 'canal', 'reflecting', 'the', 'romance', 'of', 'this', 'timeless', 'city.']"
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ",positive,2017-11-05 22:00:00,MachuPicchuAdventurer,Facebook,#Awe #AncientCivilizations,28,55,Peru,2017,November,5,22,Sunday,0.4588,"['At', 'the', 'summit', 'of', 'Machu', 'Picchu,', 'a', 'breathtaking', 'panorama', 'that', 'whispers', 'the', 'secrets', 'of', 'ancient', 'civilizations.']"
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ",positive,2022-07-20 21:45:00,TimesSquareExplorer,Instagram,#Excitement #UrbanEnergy,35,70,USA,2022,July,20,21,Wednesday,0.6705,"['In', 'the', 'heart', 'of', 'New', 'York', 'City,', 'Times', 'Square', 'dazzles', 'with', 'lights,', 'a', 'vibrant', 'spectacle', 'of', 'urban', 'energy.']"
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ",positive,2018-03-15 17:30:00,ColosseumAdventurer,Twitter,#Captivation #GladiatorTales,25,50,Italy,2018,March,15,17,Thursday,0.6486,"['Captivated', 'by', 'the', 'historical', 'charm', 'of', 'the', 'Colosseum,', 'each', 'stone', 'echoing', 'tales', 'of', 'gladiator', 'valor.']"
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",positive,2019-10-28 14:15:00,MaldivesSailor,Facebook,#Serenity #ParadiseWhispers,22,45,Maldives,2019,October,28,14,Monday,0.6369,"['Sailing', 'the', 'azure', 'waters', 'of', 'the', 'Maldives,', 'each', 'wave', 'a', 'whisper', 'of', 'serenity', 'in', 'paradise.']"
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",positive,2021-06-10 16:00:00,AmazonExplorer,Instagram,#Wonder #NatureOrchestra,30,60,Brazil,2021,June,10,16,Thursday,0.4215,"['In', 'the', 'midst', 'of', 'the', 'Amazon', 'rainforest,', 'a', 'symphony', 'of', 'wildlife', 'creates', 'an', 'orchestra', 'of', ""nature's"", 'wonders.']"
"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",positive,2017-08-18 19:30:00,GreatWallWalker,Twitter,#Awe #EngineeringMarvels,18,35,China,2017,August,18,19,Friday,0.7964,"['Walking', 'the', 'Great', 'Wall', 'of', 'China,', 'each', 'step', 'a', 'testament', 'to', 'ancient', 'engineering', 'marvels.']"
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",positive,2020-04-15 05:30:00,FujiSummitAchiever,Facebook,#Accomplishment #SunriseHues,28,55,Japan,2020,April,15,5,Wednesday,0.4588,"['At', 'the', 'summit', 'of', 'Mount', 'Fuji,', 'a', 'breathtaking', 'sunrise', 'that', 'paints', 'the', 'sky', 'with', 'hues', 'of', 'accomplishment.']"
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",negative,2016-11-22 13:00:00,AngkorWatAdventurer,Instagram,#Exploration #KhmerStories,20,40,Cambodia,2016,November,22,13,Tuesday,-0.4404,"['Exploring', 'the', 'ancient', 'ruins', 'of', 'Angkor', 'Wat,', 'each', 'stone', 'whispering', 'stories', 'of', 'Khmer', 'civilization.']"
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",neutral,2019-01-10 14:45:00,AlpsSkiAdventurer,Twitter,#Adventure #SnowPeakDance,22,45,Switzerland,2019,January,10,14,Thursday,0.0,"['Skiing', 'down', 'the', 'slopes', 'of', 'the', 'Swiss', 'Alps,', 'each', 'turn', 'a', 'dance', 'with', 'the', 'majesty', 'of', 'snow-capped', 'peaks.']"
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",positive,2023-02-28 16:20:00,KyotoBambooSeeker,Facebook,#Tranquility #ZenWisdom,25,50,Japan,2023,February,28,16,Tuesday,0.7351,"['In', 'the', 'tranquility', 'of', ""Kyoto's"", 'bamboo', 'forest,', 'whispers', 'of', 'ancient', 'Zen', 'wisdom', 'echo', 'through', 'the', 'groves.']"
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",positive,2018-05-28 18:30:00,NorwayFjordExplorer,Instagram,#Grandeur #IcyMasterpiece,22,45,Norway,2018,May,28,18,Monday,0.8885,"['Cruising', 'the', 'fjords', 'of', 'Norway,', 'each', 'icy', 'landscape', 'a', 'breathtaking', 'masterpiece', 'of', ""nature's"", 'grandeur.']"
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",positive,2022-09-15 20:00:00,AdeleConcertGoer,Instagram,#Emotion #AdeleConcert,40,80,USA,2022,September,15,20,Thursday,0.3612,"['At', 'the', 'front', 'row', 'of', ""Adele's"", 'concert,', 'each', 'note', 'of', ""'Someone"", 'Like', ""You'"", 'resonates', 'with', 'soul-stirring', 'emotion.']"
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",positive,2019-07-28 21:30:00,BeyonceDancer,Twitter,#Energy #BeyonceConcert,35,70,USA,2019,July,28,21,Sunday,0.128,"['Dancing', 'under', 'the', 'stars', 'at', ""Beyoncé's"", 'live', 'show,', 'feeling', 'the', 'power', 'of', ""'Single"", ""Ladies'"", 'in', 'every', 'move.']"
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",positive,2021-05-10 19:45:00,SwiftieDreamer,Facebook,#Enchantment #TaylorSwift,30,60,USA,2021,May,10,19,Monday,0.7964,"['In', 'the', 'crowd', 'of', 'a', 'Taylor', 'Swift', 'concert,', 'the', 'lyrics', 'of', ""'Love"", ""Story'"", 'create', 'an', 'enchanting', 'fairy', 'tale.']"
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",positive,2018-12-02 22:15:00,QueenTributeFan,Instagram,#Nostalgia #QueenTribute,22,45,UK,2018,December,2,22,Sunday,0.1779,"['Rocking', 'out', 'to', 'the', 'guitar', 'solos', 'at', 'a', 'Queen', 'tribute', 'concert,', 'a', 'journey', 'back', 'in', 'time', 'with', ""Freddie's"", 'spirit.']"
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",positive,2020-08-18 19:00:00,SheeranMelodyLover,Twitter,#Serenity #EdSheeranConcert,18,35,UK,2020,August,18,19,Tuesday,0.4588,"['Swaying', 'to', 'Ed', ""Sheeran's"", 'acoustic', 'melodies,', 'a', 'serene', 'evening', 'filled', 'with', ""'Perfect'"", 'moments.']"
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",positive,2017-03-28 20:30:00,MarsJoyExplorer,Facebook,#Joy #BrunoMars,28,55,USA,2017,March,28,20,Tuesday,0.5859,"['Immersed', 'in', 'the', 'pulsating', 'beats', 'of', 'a', 'Bruno', 'Mars', 'concert,', 'where', ""'Uptown"", ""Funk'"", 'becomes', 'a', 'city', 'of', 'joy.']"
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",neutral,2022-01-15 21:15:00,MJTributeDancer,Instagram,#Celebration #MJTribute,25,50,USA,2022,January,15,21,Saturday,0.0,"['At', 'a', 'Michael', 'Jackson', 'tribute', 'show,', 'moonwalking', 'through', 'the', 'hits,', 'a', 'celebration', 'of', 'the', 'King', 'of', 'Pop.']"
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",positive,2019-06-10 18:45:00,SinatraCharmListener,Twitter,#Charm #SinatraTribute,22,45,USA,2019,June,10,18,Monday,0.4939,"['Swinging', 'to', 'the', 'rhythms', 'of', 'a', 'Frank', 'Sinatra', 'tribute,', 'feeling', 'the', 'timeless', 'charm', 'of', ""'Fly"", 'Me', 'to', 'the', ""Moon'.""]"
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",positive,2023-03-20 22:30:00,MetallicaMoshWarrior,Facebook,#Ecstasy #MetallicaConcert,35,70,USA,2023,March,20,22,Monday,0.7184,"['In', 'the', 'mosh', 'pit', 'of', 'a', 'Metallica', 'concert,', 'the', 'thunderous', 'chords', 'create', 'a', 'symphony', 'of', 'headbanging', 'ecstasy.']"
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",positive,2016-11-28 19:00:00,ColdplayHopeSeeker,Instagram,#Hope #ColdplayMagic,30,60,UK,2016,November,28,19,Monday,0.4404,"['Experiencing', 'the', 'magic', 'of', 'a', 'Coldplay', 'concert,', 'where', ""'Fix"", ""You'"", 'becomes', 'a', 'beacon', 'of', 'hope', 'in', 'the', 'night.']"
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",positive,2018-08-05 20:00:00,BieberDanceEnthusiast,Instagram,#Enthusiasm #JustinBieber,40,80,Canada,2018,August,5,20,Sunday,0.6124,"['At', 'a', 'Justin', 'Bieber', 'concert,', 'the', 'infectious', 'beats', 'of', ""'Baby'"", 'create', 'a', 'dance', 'floor', 'of', 'unbridled', 'enthusiasm.']"
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",positive,2021-04-15 21:30:00,GagaArtisticChameleon,Twitter,#Creativity #LadyGaga,35,70,USA,2021,April,15,21,Thursday,0.3818,"['In', 'the', 'spotlight', 'at', 'a', 'Lady', 'Gaga', 'show,', 'each', 'costume', 'change', 'is', 'a', 'metamorphosis', 'of', 'creativity', 'and', 'artistry.']"
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",positive,2019-11-28 19:45:00,AdeleMelodyTearjerker,Facebook,#Emotion #AdeleMelodies,30,60,UK,2019,November,28,19,Thursday,0.25,"['Immersed', 'in', 'the', 'soulful', 'melodies', 'of', 'Adele,', 'tears', 'flow', 'freely,', 'moved', 'by', 'the', 'emotion', 'of', ""'Hello'.""]"
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",neutral,2020-06-22 22:00:00,KatyPerryColorExplosion,Instagram,#Colorful #KatyPerry,22,45,USA,2020,June,22,22,Monday,0.0,"['Drenched', 'in', 'confetti', 'at', 'a', 'Katy', 'Perry', 'concert,', 'a', 'kaleidoscope', 'of', 'colors', 'igniting', 'the', 'night', 'sky.']"
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",positive,2017-09-10 20:15:00,JayZEmpireListener,Twitter,#Pride #JayZAnthem,18,35,USA,2017,September,10,20,Sunday,0.34,"['In', 'the', 'audience', 'of', 'a', 'Jay-Z', 'performance,', 'the', 'lyrics', 'of', ""'Empire"", 'State', 'of', ""Mind'"", 'become', 'an', 'anthem', 'of', 'pride.']"
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",positive,2022-02-28 21:15:00,ShakiraHipsDancer,Facebook,#Hypnotic #ShakiraRhythms,28,55,Colombia,2022,February,28,21,Monday,0.4019,"['Dancing', 'to', ""Shakira's"", 'rhythmic', 'beats,', 'hips', 'swaying', 'to', 'the', 'hypnotic', 'charm', 'of', ""'Hips"", ""Don't"", ""Lie'.""]"
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",negative,2016-05-15 19:30:00,U2ConnectionSeeker,Instagram,#Connection #U2Anthem,25,50,Ireland,2016,May,15,19,Sunday,-0.2057,"['At', 'a', 'U2', 'concert,', 'the', 'anthemic', 'chords', 'of', ""'With"", 'or', 'Without', ""You'"", 'create', 'a', 'timeless', 'moment', 'of', 'connection.']"
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",positive,2018-12-10 22:30:00,GunsNRosesRiffRockstar,Twitter,#Iconic #GNRConcert,22,45,USA,2018,December,10,22,Monday,0.4588,"['Rocking', 'out', 'at', 'a', 'Guns', ""N'"", 'Roses', 'show,', 'the', 'iconic', 'riffs', 'of', ""'Sweet"", 'Child', ""o'"", ""Mine'"", 'echoing', 'in', 'the', 'night.']"
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",positive,2023-01-22 20:00:00,ArianaEuphoriaChaser,Facebook,#Euphoria #ArianaGrande,35,70,USA,2023,January,22,20,Sunday,0.743,"['In', 'the', 'crowd', 'of', 'an', 'Ariana', 'Grande', 'concert,', 'the', 'high', 'notes', 'of', ""'Into"", ""You'"", 'create', 'a', 'euphoric', 'symphony.']"
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",neutral,2020-03-05 18:45:00,MarleyReggaeTraveler,Instagram,#Journey #BobMarleyTribute,30,60,Jamaica,2020,March,5,18,Thursday,0.0,"['Swaying', 'to', 'the', 'reggae', 'vibes', 'of', 'Bob', ""Marley's"", 'tribute', 'concert,', 'each', 'chord', 'a', 'journey', 'to', ""Jamaica's"", 'soul.']"
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",positive,2018-10-12 20:00:00,MovieEnthusiastPremiereAttendee,Twitter,#Excitement #MoviePremiereThrills,40,80,USA,2018,October,12,20,Friday,0.6124,"['Captivated', 'by', 'the', 'spellbinding', 'plot', 'twists,', 'the', 'audience', 'applauds,', 'experiencing', 'a', 'rollercoaster', 'of', 'emotions', 'at', 'the', 'movie', 'premiere.']"
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",positive,2019-06-25 22:15:00,FilmLoverNostalgiaSeeker,Instagram,#Nostalgia #ClassicFilmMoments,35,70,UK,2019,June,25,22,Tuesday,0.7003,"['As', 'the', 'credits', 'roll,', 'a', 'profound', 'sense', 'of', 'nostalgia', 'washes', 'over,', 'reminiscent', 'of', 'cherished', 'moments', 'in', 'classic', 'films.']"
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",positive,2020-07-08 19:30:00,WebSeriesViewerCharacterConnection,Facebook,#Engagement #WebSeriesJourney,30,60,Canada,2020,July,8,19,Wednesday,0.2732,"['Streaming', 'the', 'latest', 'web', 'series,', 'the', 'viewer', 'is', 'engrossed', 'in', 'the', ""characters'"", 'journey,', 'feeling', 'a', 'sense', 'of', 'connection', 'and', 'empathy.']"
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",positive,2017-09-18 21:45:00,IndieFilmmakerFestivalSuccess,Twitter,#Pride #IndieFilmSuccess,22,45,Australia,2017,September,18,21,Monday,0.7717,"['At', 'the', 'film', 'festival,', 'the', 'indie', ""filmmaker's"", 'creation', 'receives', 'a', 'standing', 'ovation,', 'evoking', 'pride', 'and', 'a', 'sense', 'of', 'accomplishment.']"
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",positive,2021-01-15 18:00:00,DramaEnthusiastHeartwarmingMoments,Instagram,#Touched #FamilyDramaMoments,28,55,India,2021,January,15,18,Friday,0.743,"['Watching', 'a', 'heartwarming', 'family', 'drama,', 'tears', 'flow', 'freely', 'as', 'the', 'characters', 'overcome', 'challenges,', 'leaving', 'the', 'viewer', 'with', 'a', 'warm', 'glow.']"
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",positive,2016-02-28 20:30:00,AwardWinningActorOscarsRecipient,Facebook,#Gratitude #OscarWinningMoment,18,35,USA,2016,February,28,20,Sunday,0.9648,"['At', 'the', 'Oscars,', 'the', 'actor', 'graciously', 'accepts', 'an', 'award,', 'radiating', 'joy', 'and', 'gratitude', 'for', 'the', 'recognition', 'of', 'their', 'outstanding', 'performance.']"
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",positive,2022-04-20 17:30:00,DocumentaryEnthusiastHiddenGemFinder,Twitter,#Inspiration #HiddenGemDiscovery,22,45,France,2022,April,20,17,Wednesday,0.7845,"['Discovering', 'a', 'hidden', 'gem', 'in', 'the', 'world', 'of', 'documentaries,', 'the', 'viewer', 'is', 'enlightened', 'and', 'inspired,', 'feeling', 'a', 'renewed', 'sense', 'of', 'curiosity.']"
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",positive,2019-11-05 21:15:00,FilmBuffContemplativeViewer,Instagram,#Contemplation #DeepMeanings,28,55,Germany,2019,November,5,21,Tuesday,0.3612,"['As', 'the', 'movie', 'credits', 'roll,', 'the', 'viewer', 'experiences', 'a', 'mix', 'of', 'awe', 'and', 'contemplation,', 'pondering', 'the', 'deeper', 'meanings', 'woven', 'into', 'the', 'storyline.']"
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",positive,2015-07-12 22:00:00,CrimeSeriesEnthusiastThrillSeeker,Facebook,#Suspense #CrimeSeriesThrills,35,70,Japan,2015,July,12,22,Sunday,0.2023,"['Binge-watching', 'a', 'thrilling', 'crime', 'series,', 'the', 'suspense', 'keeps', 'the', 'viewer', 'on', 'the', 'edge', 'of', 'their', 'seat,', 'creating', 'a', 'rush', 'of', 'adrenaline.']"
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",positive,2020-09-10 19:45:00,FilmCriticSatisfactionSeeker,Twitter,#Satisfaction #FulfillingEnding,22,45,Brazil,2020,September,10,19,Thursday,0.4404,"['As', 'the', 'closing', 'scene', 'unfolds,', 'a', 'sense', 'of', 'satisfaction', 'washes', 'over,', 'completing', 'the', 'cinematic', 'journey', 'with', 'a', 'profound', 'and', 'fulfilling', 'ending.']"
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",positive,2018-07-15 21:30:00,FootballFanWorldCupCelebration,Instagram,#Joy #WorldCupTriumph,40,80,Brazil,2018,July,15,21,Sunday,0.9246,"['Celebrating', 'a', 'historic', 'victory', 'in', 'the', 'World', 'Cup,', 'the', 'nation', 'erupts', 'in', 'joy,', 'united', 'by', 'the', 'triumph', 'of', 'their', 'football', 'team.']"
